sid,search,"splunk_server","_time","is_realtime",provenance,"api_et","api_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"rt_admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_rt_1602145459.186","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602145459.662902",1,"UI:Dashboard:status",,,6,1602145459,0,search3,6,,,canceled,"43.118",,,,,,,,,,,,,,,,,
"rt_admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_rt_1602145472.187","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145454 latest=1602145455","ip-172-31-51-211.ec2.internal","1602145472.865690",1,"UI:Dashboard:status",,,0,1602145472,0,search2,1,,,canceled,"9.308",,,,,,,,,,,,,,,,,
"rt_admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_rt_1602145481.188","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145462 latest=1602145463","ip-172-31-51-211.ec2.internal","1602145481.523282",1,"UI:Dashboard:status",,,0,1602145481,0,search2,2,,,canceled,"21.297",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602145513.190","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602145513.585551",0,"UI:Dashboard:status","1601539200.000000000","1602145513.000000000",75,1602145513,75,search1,75,"1601539200.000000000","1602145513.000000000",completed,"0.447",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602145513.189","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602145513.586855",0,"UI:Dashboard:status","1601539200.000000000","1602145513.000000000",75,1602145513,1,search3,75,"1601539200.000000000","1602145513.000000000",completed,"0.437",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602145524.191","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145481 latest=1602145482","ip-172-31-51-211.ec2.internal","1602145524.791736",0,"UI:Dashboard:status","1601539200.000000000","1602145524.000000000",1,1602145524,1,search2,1,"1602145481.000000000","1602145482.000000000",canceled,"0.063",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602145528.192","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602085857 latest=1602085858","ip-172-31-51-211.ec2.internal","1602145528.987534",0,"UI:Dashboard:status","1601539200.000000000","1602145528.000000000",1,1602145528,1,search2,1,"1602085857.000000000","1602085858.000000000",canceled,"0.064",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602145532.193","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145491 latest=1602145492","ip-172-31-51-211.ec2.internal","1602145532.497701",0,"UI:Dashboard:status","1601539200.000000000","1602145532.000000000",1,1602145532,1,search2,1,"1602145491.000000000","1602145492.000000000",completed,"0.062",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602145735.194","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602145735.693104",0,"UI:Dashboard:status","1601539200.000000000","1602145735.000000000",76,1602145735,76,search1,76,"1601539200.000000000","1602145735.000000000",canceled,"0.34500000000000003",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602145740.196","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602145740.164493",0,"UI:Dashboard:status","1602144840.000000000","1602145740.000000000",8,1602145740,8,search1,8,"1602144840.000000000","1602145740.000000000",completed,"0.136",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602145740.197","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602145740.186186",0,"UI:Dashboard:status","1602144840.000000000","1602145740.000000000",8,1602145740,4,search3,8,"1602144840.000000000","1602145740.000000000",completed,"0.146",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602145746.198","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145733 latest=1602145734","ip-172-31-51-211.ec2.internal","1602145746.376341",0,"UI:Dashboard:status","1602144846.000000000","1602145746.000000000",1,1602145746,1,search2,1,"1602145733.000000000","1602145734.000000000",completed,"0.063",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602145786.199","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602145786.598517",0,"UI:Dashboard:status","1602144886.000000000","1602145786.000000000",9,1602145786,9,search1,9,"1602144886.000000000","1602145786.000000000",completed,"0.318",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602145786.200","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602145786.602955",0,"UI:Dashboard:status","1602144886.000000000","1602145786.000000000",9,1602145786,4,search3,9,"1602144886.000000000","1602145786.000000000",completed,"0.311",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602145816.201","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602145816.504047",0,"UI:Dashboard:status","1602144916.000000000","1602145816.000000000",10,1602145816,10,search1,10,"1602144916.000000000","1602145816.000000000",completed,"0.158",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602145823.202","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145793 latest=1602145794","ip-172-31-51-211.ec2.internal","1602145823.821484",0,"UI:Dashboard:status","1602144923.000000000","1602145823.000000000",1,1602145823,1,search2,1,"1602145793.000000000","1602145794.000000000",completed,"0.28400000000000003",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602146892.205","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602146892.395982",0,"UI:Dashboard:status","1601539200.000000000","1602146892.000000000",79,1602146892,4,search3,79,"1601539200.000000000","1602146892.000000000",completed,"0.423",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602146892.206","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602146892.399885",0,"UI:Dashboard:status","1601539200.000000000","1602146892.000000000",79,1602146892,79,search1,79,"1601539200.000000000","1602146892.000000000",completed,"0.429",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602157326.222","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602157326.051224",0,"UI:Dashboard:status","1601550000.000000000","1602157326.000000000",79,1602157326,79,search1,79,"1601550000.000000000","1602157326.000000000",completed,"0.513",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602157326.223","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602157326.063145",0,"UI:Dashboard:status","1601550000.000000000","1602157326.000000000",79,1602157326,4,search3,79,"1601550000.000000000","1602157326.000000000",completed,"0.5",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602157355.224","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602145823 latest=1602145824","ip-172-31-51-211.ec2.internal","1602157355.026899",0,"UI:Dashboard:status","1601550000.000000000","1602157355.000000000",1,1602157355,1,search2,1,"1602145823.000000000","1602145824.000000000",completed,"0.063",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602158461.225","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602158461.022635",0,"UI:Dashboard:status","1601553600.000000000","1602158461.000000000",79,1602158461,79,search1,79,"1601553600.000000000","1602158461.000000000",canceled,"0.527",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602158466.227","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602158466.790585",0,"UI:Dashboard:status","1602157566.000000000","1602158466.000000000",0,1602158466,0,search1,0,"1602157566.000000000","1602158466.000000000",completed,"0.107",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602158466.228","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602158466.821926",0,"UI:Dashboard:status","1602157566.000000000","1602158466.000000000",0,1602158466,0,search3,0,"1602157566.000000000","1602158466.000000000",completed,"0.099",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602158480.229","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602158480.279216",0,"UI:Dashboard:status","1602154860.000000000","1602158480.000000000",1,1602158480,1,search1,1,"1602154860.000000000","1602158480.000000000",completed,"0.152",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search3_1602158480.230","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","ip-172-31-51-211.ec2.internal","1602158480.294188",0,"UI:Dashboard:status","1602154860.000000000","1602158480.000000000",1,1602158480,0,search3,1,"1602154860.000000000","1602158480.000000000",completed,"0.124",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search2_1602158484.231","search sourcetype=gitforsplunk index=_internal host=ip-172-31-51-211.ec2.internal earliest=1602158457 latest=1602158458","ip-172-31-51-211.ec2.internal","1602158484.376471",0,"UI:Dashboard:status","1602154860.000000000","1602158484.000000000",1,1602158484,1,search2,1,"1602158457.000000000","1602158458.000000000",completed,"0.063",,,,,,,,,,,,,,,,,
"admin__admin_Z2l0X2Zvcl9zcGx1bms__search1_1602158559.232","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","ip-172-31-51-211.ec2.internal","1602158559.222565",0,"UI:Dashboard:status","1602154920.000000000","1602158559.000000000",4,1602158559,4,search1,4,"1602154920.000000000","1602158559.000000000",completed,"0.188",,,,,,,,,,,,,,,,,
